DATE,TOTBKCR
2000-10-25,4816.7731
2000-11-01,4825.7011
2000-11-08,4815.1886
2000-11-15,4833.3582
2000-11-22,4842.4901
2000-11-29,4839.3863
2000-12-06,4842.7453
2000-12-13,4852.1099
2000-12-20,4870.9202
2000-12-27,4882.9072
2001-01-03,4886.7452
2001-01-10,4889.1544
2001-01-17,4893.9211
2001-01-24,4902.7294
2001-01-31,4917.5775
2001-02-07,4895.3147
2001-02-14,4900.4358
2001-02-21,4903.281
2001-02-28,4916.201
2001-03-07,4911.7363
2001-03-14,4900.182
2001-03-21,4912.7342
2001-03-28,4919.6875
2001-04-04,4915.5286
2001-04-11,4930.7124
2001-04-18,4927.4031
2001-04-25,4941.9509
2001-05-02,4947.0904
2001-05-09,4944.4238
2001-05-16,4952.9302
2001-05-23,4955.0152
2001-05-30,4962.2304
2001-06-06,4962.4469
2001-06-13,4950.4718
2001-06-20,4948.9484
2001-06-27,4953.8553
2001-07-04,4936.353
2001-07-11,4946.1645
2001-07-18,4951.1191
2001-07-25,4953.2831
2001-08-01,4965.635
2001-08-08,4947.2644
2001-08-15,4945.6566
2001-08-22,4947.1176
2001-08-29,4950.927
2001-09-05,4960.675
2001-09-12,5099.2401
2001-09-19,5029.1636
2001-09-26,5006.8064
2001-10-03,5004.136
2001-10-10,4994.5464
2001-10-17,5000.3284
2001-10-24,4991.9433
2001-10-31,5020.8222
2001-11-07,5023.491
2001-11-14,5022.3064
2001-11-21,5035.3614
2001-11-28,5033.6202
2001-12-05,5071.3332
2001-12-12,5071.9601
2001-12-19,5060.9098
2001-12-26,5063.2736
2002-01-02,5062.2207
2002-01-09,5055.9342
2002-01-16,5039.656
2002-01-23,5038.5177
2002-01-30,5033.1586
2002-02-06,5055.3121
2002-02-13,5051.8912
2002-02-20,5059.0869
2002-02-27,5055.3423
2002-03-06,5050.4211
2002-03-13,5048.9285
2002-03-20,5083.84
2002-03-27,5079.621
2002-04-03,5074.9612
2002-04-10,5081.9995
2002-04-17,5083.8458
2002-04-24,5079.1566
2002-05-01,5067.1722
2002-05-08,5067.8554
2002-05-15,5085.128
2002-05-22,5091.868
2002-05-29,5089.5389
2002-06-05,5105.268
2002-06-12,5109.4678
2002-06-19,5120.7473
2002-06-26,5124.091
2002-07-03,5113.8118
2002-07-10,5127.3618
2002-07-17,5127.1574
2002-07-24,5155.0083
2002-07-31,5159.2266
2002-08-07,5168.851
2002-08-14,5187.6032
2002-08-21,5198.5363
2002-08-28,5220.9962
2002-09-04,5245.9423
2002-09-11,5227.8734
2002-09-18,5244.8216
2002-09-25,5260.8542
2002-10-02,5304.3208
2002-10-09,5318.3445
2002-10-16,5321.4218
2002-10-23,5348.6479
2002-10-30,5354.5611
2002-11-06,5375.566
2002-11-13,5395.4318
2002-11-20,5388.795
2002-11-27,5413.3589
2002-12-04,5425.5176
2002-12-11,5468.3894
2002-12-18,5451.353
2002-12-25,5464.5225
2003-01-01,5463.0773
2003-01-08,5479.6511
2003-01-15,5470.6253
2003-01-22,5465.881
2003-01-29,5454.895
2003-02-05,5493.0568
2003-02-12,5505.4739
2003-02-19,5511.7377
2003-02-26,5516.9836
2003-03-05,5537.0403
2003-03-12,5549.1798
2003-03-19,5528.4549
2003-03-26,5521.3512
2003-04-02,5557.4747
2003-04-09,5562.1848
2003-04-16,5564.8452
2003-04-23,5601.2722
2003-04-30,5625.7436
2003-05-07,5633.7523
2003-05-14,5645.887
2003-05-21,5642.94
2003-05-28,5659.0518
2003-06-04,5672.7767
2003-06-11,5684.541
2003-06-18,5688.7016
2003-06-25,5680.0875
2003-07-02,5751.902
2003-07-09,5747.439
2003-07-16,5704.7298
2003-07-23,5730.9289
2003-07-30,5738.3572
2003-08-06,5755.7557
2003-08-13,5730.0532
2003-08-20,5735.0084
2003-08-27,5720.2995
2003-09-03,5748.2356
2003-09-10,5749.8642
2003-09-17,5733.874
2003-09-24,5707.7926
2003-10-01,5716.1966
2003-10-08,5693.4087
2003-10-15,5707.3153
2003-10-22,5702.2641
2003-10-29,5689.4168
2003-11-05,5721.595
2003-11-12,5734.2572
2003-11-19,5725.569
2003-11-26,5730.7508
2003-12-03,5726.0936
2003-12-10,5737.5039
2003-12-17,5823.9599
2003-12-24,5815.8342
2003-12-31,5808.4666
2004-01-07,5801.7207
2004-01-14,5802.4843
2004-01-21,5826.4827
2004-01-28,5830.9961
2004-02-04,5834.8133
2004-02-11,5856.1324
2004-02-18,5943.6124
2004-02-25,5931.0586
2004-03-03,5934.8464
2004-03-10,5955.9951
2004-03-17,5963.752
2004-03-24,5995.2031
2004-03-31,6016.7807
2004-04-07,6002.435
2004-04-14,6030.1949
2004-04-21,6047.6974
2004-04-28,6051.4849
2004-05-05,6064.0719
2004-05-12,6062.0826
2004-05-19,6065.1773
2004-05-26,6073.8868
2004-06-02,6066.8351
2004-06-09,6087.3816
2004-06-16,6110.384
2004-06-23,6114.4675
2004-06-30,6128.8493
2004-07-07,6127.8058
2004-07-14,6150.3111
2004-07-21,6144.6706
2004-07-28,6124.2872
2004-08-04,6125.896
2004-08-11,6153.4696
2004-08-18,6170.8415
2004-08-25,6183.35
2004-09-01,6197.0718
2004-09-08,6204.6931
2004-09-15,6233.7265
2004-09-22,6245.0312
2004-09-29,6233.4382
2004-10-06,6235.5133
2004-10-13,6257.4198
2004-10-20,6266.3042
2004-10-27,6268.92
2004-11-03,6270.0873
2004-11-10,6279.4147
2004-11-17,6292.8004
2004-11-24,6317.2281
2004-12-01,6337.1068
2004-12-08,6341.1668
2004-12-15,6358.9475
2004-12-22,6381.8324
2004-12-29,6398.4998
2005-01-05,6455.3198
2005-01-12,6475.0082
2005-01-19,6505.2745
2005-01-26,6505.04
2005-02-02,6520.1136
2005-02-09,6526.5845
2005-02-16,6544.0799
2005-02-23,6583.1728
2005-03-02,6592.3632
2005-03-09,6601.8284
2005-03-16,6635.1793
2005-03-23,6647.6117
2005-03-30,6628.3332
2005-04-06,6639.1308
2005-04-13,6642.4068
2005-04-20,6680.3524
2005-04-27,6671.9092
2005-05-04,6674.0574
2005-05-11,6701.973
2005-05-18,6713.9357
2005-05-25,6744.819
2005-06-01,6740.8841
2005-06-08,6753.1762
2005-06-15,6704.0045
2005-06-22,6766.4114
2005-06-29,6773.8311
2005-07-06,6789.2443
2005-07-13,6824.5829
2005-07-20,6857.3601
2005-07-27,6862.4936
2005-08-03,6879.0659
2005-08-10,6884.5595
2005-08-17,6903.7755
2005-08-24,6917.4181
2005-08-31,6910.0256
2005-09-07,6912.0372
2005-09-14,6918.9201
2005-09-21,6959.0187
2005-09-28,6960.198
2005-10-05,6959.027
2005-10-12,6963.3822
2005-10-19,6987.304
2005-10-26,6981.3953
2005-11-02,6959.3953
2005-11-09,6964.0409
2005-11-16,6994.9787
2005-11-23,7019.0708
2005-11-30,6999.9599
2005-12-07,7047.1395
2005-12-14,7064.7152
2005-12-21,7076.3125
2005-12-28,7095.7657
2006-01-04,7083.2578
2006-01-11,7089.8522
2006-01-18,7120.3142
2006-01-25,7145.6884
2006-02-01,7152.1032
2006-02-08,7143.7772
2006-02-15,7167.4936
2006-02-22,7180.6632
2006-03-01,7203.8148
2006-03-08,7182.325
2006-03-15,7218.9781
2006-03-22,7232.7322
2006-03-29,7237.3218
2006-04-05,7256.054
2006-04-12,7293.8039
2006-04-19,7333.2034
2006-04-26,7341.9692
2006-05-03,7358.2663
2006-05-10,7365.5437
2006-05-17,7393.8578
2006-05-24,7419.0552
2006-05-31,7419.6238
2006-06-07,7412.9268
2006-06-14,7444.6266
2006-06-21,7441.9152
2006-06-28,7428.5977
2006-07-05,7437.8479
2006-07-12,7450.903
2006-07-19,7487.4404
2006-07-26,7497.2334
2006-08-02,7508.8253
2006-08-09,7498.1765
2006-08-16,7527.9506
2006-08-23,7552.4046
2006-08-30,7543.0211
2006-09-06,7545.9678
2006-09-13,7514.0426
2006-09-20,7547.7322
2006-09-27,7525.1632
2006-10-04,7671.9732
2006-10-11,7694.9597
2006-10-18,7698.3524
2006-10-25,7705.3993
2006-11-01,7736.0927
2006-11-08,7717.9564
2006-11-15,7729.3905
2006-11-22,7768.1972
2006-11-29,7779.5477
2006-12-06,7794.465
2006-12-13,7798.3066
2006-12-20,7876.2946
2006-12-27,7878.5168
2007-01-03,7856.1875
2007-01-10,7869.5108
2007-01-17,7882.4654
2007-01-24,7894.4793
2007-01-31,7909.8197
2007-02-07,7910.0121
2007-02-14,7929.2372
2007-02-21,7938.8959
2007-02-28,7961.1611
2007-03-07,7939.0691
2007-03-14,7854.3407
2007-03-21,7865.3025
2007-03-28,7895.7553
2007-04-04,7927.3041
2007-04-11,7945.5701
2007-04-18,7950.9468
2007-04-25,7964.2871
2007-05-02,7968.7935
2007-05-09,7971.6203
2007-05-16,7981.3015
2007-05-23,8005.1993
2007-05-30,8021.877
2007-06-06,8011.8908
2007-06-13,8034.9154
2007-06-20,8081.7975
2007-06-27,8082.4777
2007-07-04,8110.7052
2007-07-11,8112.3236
2007-07-18,8123.5263
2007-07-25,8149.6872
2007-08-01,8155.7545
2007-08-08,8174.6608
2007-08-15,8204.7888
2007-08-22,8266.7156
2007-08-29,8293.3082
2007-09-05,8317.9099
2007-09-12,8352.4108
2007-09-19,8352.5803
2007-09-26,8375.7526
2007-10-03,8361.7854
2007-10-10,8393.0444
2007-10-17,8447.713
2007-10-24,8475.6515
2007-10-31,8471.7556
2007-11-07,8489.202
2007-11-14,8499.5206
2007-11-21,8529.0312
2007-11-28,8538.6481
2007-12-05,8542.935
2007-12-12,8554.6572
2007-12-19,8582.6399
2007-12-26,8589.0065
2008-01-02,8601.3457
2008-01-09,8597.6515
2008-01-16,8568.5571
2008-01-23,8605.8975
2008-01-30,8600.9038
2008-02-06,8610.2618
2008-02-13,8628.9345
2008-02-20,8657.189
2008-02-27,8666.9244
2008-03-05,8658.8906
2008-03-12,8672.244
2008-03-19,8713.7901
2008-03-26,8710.593
2008-04-02,8676.0989
2008-04-09,8683.2262
2008-04-16,8689.5028
2008-04-23,8714.6411
2008-04-30,8720.9817
2008-05-07,8705.3614
2008-05-14,8704.3396
2008-05-21,8705.0366
2008-05-28,8688.732
2008-06-04,8687.6969
2008-06-11,8699.2034
2008-06-18,8696.5028
2008-06-25,8690.5506
2008-07-02,8692.513
2008-07-09,8692.5676
2008-07-16,8705.8625
2008-07-23,8690.606
2008-07-30,8694.6317
2008-08-06,8678.0038
2008-08-13,8684.8786
2008-08-20,8691.8012
2008-08-27,8699.0881
2008-09-03,8677.5953
2008-09-10,8677.7891
2008-09-17,8754.2283
2008-09-24,8832.9226
2008-10-01,9132.6247
2008-10-08,9125.6571
2008-10-15,9180.4195
2008-10-22,9246.6511
2008-10-29,9239.2101
2008-11-05,9166.3105
2008-11-12,9150.3608
2008-11-19,9052.4097
2008-11-26,9074.6768
2008-12-03,9063.4611
2008-12-10,9047.9708
2008-12-17,9035.7816
2008-12-24,9034.6708
2008-12-31,8998.0045
2009-01-07,8984.4233
2009-01-14,9031.6365
2009-01-21,9059.8101
2009-01-28,9058.9303
2009-02-04,9074.9126
2009-02-11,9059.4396
2009-02-18,9078.4406
2009-02-25,9056.4502
2009-03-04,9058.2
2009-03-11,9080.4083
2009-03-18,9021.804
2009-03-25,9010.907
2009-04-01,9004.0099
2009-04-08,8986.9742
2009-04-15,8978.7372
2009-04-22,8953.1739
2009-04-29,9055.5294
2009-05-06,9065.3236
2009-05-13,9025.439
2009-05-20,9033.0492
2009-05-27,9042.0092
2009-06-03,9052.6922
2009-06-10,9030.9247
2009-06-17,9034.611
2009-06-24,9021.5142
2009-07-01,9006.4121
2009-07-08,8994.7188
2009-07-15,8975.1021
2009-07-22,8949.9166
2009-07-29,8949.0687
2009-08-05,8950.7615
2009-08-12,8956.5247
2009-08-19,8913.8611
2009-08-26,8900.0976
2009-09-02,8882.6185
2009-09-09,8879.2663
2009-09-16,8861.8234
2009-09-23,8838.1644
2009-09-30,8783.4942
2009-10-07,8764.8389
2009-10-14,8757.7205
2009-10-21,8762.967
2009-10-28,8737.7471
2009-11-04,8833.3596
2009-11-11,8836.6446
2009-11-18,8822.6775
2009-11-25,8796.814
2009-12-02,8802.7309
2009-12-09,8811.9942
2009-12-16,8799.4509
2009-12-23,8753.5857
2009-12-30,8768.0037
2010-01-06,8742.4969
2010-01-13,8716.9039
2010-01-20,8718.759
2010-01-27,8692.2267
2010-02-03,8678.7327
2010-02-10,8682.8487
2010-02-17,8650.4642
2010-02-24,8628.2792
2010-03-03,8608.0184
2010-03-10,8608.4063
2010-03-17,8608.4662
2010-03-24,8603.0139
2010-03-31,9024.1463
2010-04-07,9014.7681
2010-04-14,9034.0889
2010-04-21,9028.1355
2010-04-28,9012.0342
2010-05-05,8982.7874
2010-05-12,8998.1327
2010-05-19,8978.5025
2010-05-26,8944.0865
2010-06-02,8926.3065
2010-06-09,8938.8329
2010-06-16,8926.6558
2010-06-23,8927.9316
2010-06-30,8933.973
2010-07-07,8933.7507
2010-07-14,8960.3286
2010-07-21,8987.1754
2010-07-28,8968.4995
2010-08-04,8986.1389
2010-08-11,9005.4364
2010-08-18,8985.5153
2010-08-25,8985.0281
2010-09-01,9004.8684
2010-09-08,9007.2726
2010-09-15,8989.6483
2010-09-22,8984.188
2010-09-29,8977.4636
2010-10-06,9006.4625
2010-10-13,8997.6586
2010-10-20,9000.1878
2010-10-27,9001.8624
2010-11-03,9020.0802
2010-11-10,9005.8004
2010-11-17,9017.4609
2010-11-24,9015.7344
2010-12-01,9020.562
2010-12-08,9021.95
2010-12-15,8982.2286
2010-12-22,8972.5403
2010-12-29,8961.2787
2011-01-05,8941.7484
2011-01-12,8976.5565
2011-01-19,8957.6997
2011-01-26,8938.4134
2011-02-02,8922.6793
2011-02-09,8924.4444
2011-02-16,8911.8074
2011-02-23,8914.0429
2011-03-02,8905.7524
2011-03-09,8914.5953
2011-03-16,8909.6077
2011-03-23,8909.6725
2011-03-30,8913.2236
2011-04-06,8924.0111
2011-04-13,8924.1062
2011-04-20,8939.8143
2011-04-27,8931.4954
2011-05-04,8930.8017
2011-05-11,8937.6948
2011-05-18,8905.8425
2011-05-25,8920.1538
2011-06-01,8940.9271
2011-06-08,8931.2451
2011-06-15,8936.4317
2011-06-22,8923.414
2011-06-29,8915.5866
2011-07-06,8927.4348
2011-07-13,8950.9845
2011-07-20,8948.6754
2011-07-27,8960.1196
2011-08-03,8956.391
2011-08-10,8980.6442
2011-08-17,8995.0103
2011-08-24,8998.062
2011-08-31,9002.2852
2011-09-07,9014.3153
2011-09-14,9008.4965
2011-09-21,9008.337
2011-09-28,9010.5333
2011-10-05,9021.3697
2011-10-12,9034.7495
2011-10-19,9041.9826
2011-10-26,9060.1253
2011-11-02,9081.0322
2011-11-09,9077.2995
2011-11-16,9092.5473
2011-11-23,9093.7067
2011-11-30,9098.6009
2011-12-07,9094.5949
2011-12-14,9103.8095
2011-12-21,9096.3431
2011-12-28,9116.5366
2012-01-04,9157.5471
2012-01-11,9178.0891
2012-01-18,9151.0489
2012-01-25,9158.1216
2012-02-01,9249.8675
2012-02-08,9252.1603
2012-02-15,9267.9021
2012-02-22,9270.2913
2012-02-29,9305.3638
2012-03-07,9292.2438
2012-03-14,9296.2478
2012-03-21,9287.9204
2012-03-28,9304.5042
2012-04-04,9331.0112
2012-04-11,9344.5348
2012-04-18,9335.4509
2012-04-25,9327.0415
2012-05-02,9345.9302
2012-05-09,9360.6765
2012-05-16,9362.7642
2012-05-23,9369.0725
2012-05-30,9374.6651
2012-06-06,9392.2491
2012-06-13,9373.927
2012-06-20,9371.1003
2012-06-27,9394.8845
2012-07-04,9409.7117
2012-07-11,9434.4136
2012-07-18,9424.1501
2012-07-25,9435.0774
2012-08-01,9457.3032
2012-08-08,9469.523
2012-08-15,9465.1163
2012-08-22,9464.0341
2012-08-29,9477.3562
2012-09-05,9492.9302
2012-09-12,9508.2677
2012-09-19,9503.229
2012-09-26,9500.991
2012-10-03,9509.6455
2012-10-10,9523.6688
2012-10-17,9509.2035
2012-10-24,9508.1169
2012-10-31,9536.2036
2012-11-07,9578.1103
2012-11-14,9578.531
2012-11-21,9571.9573
2012-11-28,9569.5134
2012-12-05,9584.3975
2012-12-12,9595.8485
2012-12-19,9637.1459
2012-12-26,9647.7297
2013-01-02,9666.1704
2013-01-09,9650.1104
2013-01-16,9639.2816
2013-01-23,9646.7528
2013-01-30,9671.3092
2013-02-06,9676.4876
2013-02-13,9676.3301
2013-02-20,9656.591
2013-02-27,9663.3067
2013-03-06,9668.8604
2013-03-13,9667.9513
2013-03-20,9652.903
2013-03-27,9665.2002
2013-04-03,9715.9885
2013-04-10,9729.7754
2013-04-17,9723.8586
2013-04-24,9725.2822
2013-05-01,9740.2198
2013-05-08,9720.0504
2013-05-15,9731.7758
2013-05-22,9726.8271
2013-05-29,9719.2702
2013-06-05,9738.3272
2013-06-12,9741.0681
2013-06-19,9741.3196
2013-06-26,9724.9263
2013-07-03,9722.0354
2013-07-10,9711.0457
2013-07-17,9732.7297
2013-07-24,9733.212
2013-07-31,9737.0276
2013-08-07,9721.8169
2013-08-14,9720.775
2013-08-21,9717.9672
2013-08-28,9715.0857
2013-09-04,9715.449
2013-09-11,9725.3964
2013-09-18,9736.9987
2013-09-25,9724.3813
2013-10-02,9749.6797
2013-10-09,9746.49
2013-10-16,9767.0288
2013-10-23,9762.0963
2013-10-30,9768.4897
2013-11-06,9776.3761
2013-11-13,9787.0492
2013-11-20,9792.7234
2013-11-27,9814.343
2013-12-04,9797.1801
2013-12-11,9814.8356
2013-12-18,9826.3655
2013-12-25,9844.6896
2014-01-01,9846.3727
2014-01-08,9843.8967
2014-01-15,9845.4938
2014-01-22,9868.2125
2014-01-29,9875.376
2014-02-05,9900.8145
2014-02-12,9923.8993
2014-02-19,9951.845
2014-02-26,9963.4304
2014-03-05,9990.4005
2014-03-12,10004.4778
2014-03-19,10018.0387
2014-03-26,10030.598
2014-04-02,10031.0843
2014-04-09,10039.5908
2014-04-16,10054.8992
2014-04-23,10066.9293
2014-04-30,10080.175
2014-05-07,10085.2361
2014-05-14,10107.8691
2014-05-21,10121.6726
2014-05-28,10138.9709
2014-06-04,10142.6973
2014-06-11,10166.4654
2014-06-18,10176.1588
2014-06-25,10184.4324
2014-07-02,10238.2843
2014-07-09,10238.4333
2014-07-16,10242.9369
2014-07-23,10254.5096
2014-07-30,10269.1061
2014-08-06,10282.7608
2014-08-13,10291.0501
2014-08-20,10314.3545
2014-08-27,10312.1685
2014-09-03,10328.477
2014-09-10,10341.1424
2014-09-17,10356.8311
2014-09-24,10373.2504
2014-10-01,10377.0947
2014-10-08,10374.9475
2014-10-15,10385.878
2014-10-22,10396.3096
2014-10-29,10383.4606
2014-11-05,10398.8797
2014-11-12,10430.8538
2014-11-19,10440.4064
2014-11-26,10474.8301
2014-12-03,10481.4417
2014-12-10,10510.8253
2014-12-17,10524.9334
2014-12-24,10566.4549
2014-12-31,10581.3423
2015-01-07,10590.7602
2015-01-14,10616.5074
2015-01-21,10632.1018
2015-01-28,10631.9357
2015-02-04,10656.6192
2015-02-11,10682.6868
2015-02-18,10701.632
2015-02-25,10741.265
2015-03-04,10761.0919
2015-03-11,10770.2319
2015-03-18,10798.0674
2015-03-25,10812.7548
2015-04-01,10840.276
2015-04-08,10834.1846
2015-04-15,10855.8491
2015-04-22,10865.247
2015-04-29,10883.4547
2015-05-06,10897.4074
2015-05-13,10910.4359
2015-05-20,10936.6604
2015-05-27,10948.6298
2015-06-03,10948.2003
2015-06-10,10969.5315
2015-06-17,10985.6638
2015-06-24,10994.7104
2015-07-01,10998.6489
2015-07-08,10987.2826
2015-07-15,11007.1583
2015-07-22,11017.6458
2015-07-29,11016.9659
2015-08-05,11048.4706
2015-08-12,11059.9405
2015-08-19,11083.0817
2015-08-26,11089.7445
2015-09-02,11101.6667
2015-09-09,11108.9278
2015-09-16,11101.7429
2015-09-23,11112.6441
2015-09-30,11148.164
2015-10-07,11148.4406
2015-10-14,11176.9887
2015-10-21,11175.3184
2015-10-28,11182.7899
2015-11-04,11216.1566
2015-11-11,11241.2412
2015-11-18,11260.6357
2015-11-25,11277.9538
2015-12-02,11297.1544
2015-12-09,11327.5759
2015-12-16,11345.7644
2015-12-23,11350.4398
2015-12-30,11353.9862
2016-01-06,11374.9785
2016-01-13,11378.2817
2016-01-20,11402.946
2016-01-27,11417.3716
2016-02-03,11458.1811
2016-02-10,11461.1785
2016-02-17,11461.2427
2016-02-24,11468.4667
2016-03-02,11529.848
2016-03-09,11552.3619
2016-03-16,11551.0739
2016-03-23,11572.891
2016-03-30,11574.4902
2016-04-06,11595.9086
2016-04-13,11621.7876
2016-04-20,11635.7554
2016-04-27,11658.5093
2016-05-04,11690.0189
2016-05-11,11705.5472
2016-05-18,11703.1402
2016-05-25,11722.8103
2016-06-01,11746.7574
2016-06-08,11756.4034
2016-06-15,11763.1273
2016-06-22,11779.5523
2016-06-29,11817.8843
2016-07-06,11840.053
2016-07-13,11862.6346
2016-07-20,11858.3771
2016-07-27,11873.4133
2016-08-03,11871.6426
2016-08-10,11893.6837
2016-08-17,11887.2817
2016-08-24,11913.071
2016-08-31,11947.1698
2016-09-07,11956.5401
2016-09-14,11980.6639
2016-09-21,11990.5723
2016-09-28,12004.9518
2016-10-05,12031.4745
2016-10-12,12039.496
2016-10-19,12060.92
2016-10-26,12068.7699
2016-11-02,12083.7856
2016-11-09,12083.3432
2016-11-16,12081.236
2016-11-23,12069.3624
2016-11-30,12085.652
2016-12-07,12075.1327
2016-12-14,12080.4441
2016-12-21,12074.4313
2016-12-28,12065.6137
2017-01-04,12093.6369
2017-01-11,12098.9422
2017-01-18,12107.3793
2017-01-25,12113.4011
2017-02-01,12129.8563
2017-02-08,12135.3626
2017-02-15,12152.7796
2017-02-22,12157.0775
2017-03-01,12168.6331
2017-03-08,12160.4676
2017-03-15,12173.8819
2017-03-22,12178.9864
2017-03-29,12169.3474
2017-04-05,12198.5231
2017-04-12,12200.9283
2017-04-19,12204.682
2017-04-26,12204.1039
2017-05-03,12220.4
2017-05-10,12230.2596
2017-05-17,12246.2138
2017-05-24,12262.9005
2017-05-31,12262.8254
2017-06-07,12246.9968
2017-06-14,12252.4976
2017-06-21,12256.3185
2017-06-28,12252.3502
2017-07-05,12266.7262
2017-07-12,12285.1308
2017-07-19,12302.1703
2017-07-26,12307.9566
2017-08-02,12318.8027
2017-08-09,12320.4579
2017-08-16,12320.9079
2017-08-23,12341.9389
2017-08-30,12341.0449
2017-09-06,12351.3184
2017-09-13,12342.272
2017-09-20,12396.1747
2017-09-27,12395.3433
2017-10-04,12408.6949
2017-10-11,12428.2291
2017-10-18,12442.5441
2017-10-25,12441.0055
2017-11-01,12454.5341
2017-11-08,12464.7206
2017-11-15,12466.854
2017-11-22,12477.0273
2017-11-29,12517.5544
2017-12-06,12526.5262
2017-12-13,12520.8947
2017-12-20,12531.7465
2017-12-27,12553.8745
2018-01-03,12551.7517
2018-01-10,12545.5475
2018-01-17,12552.7642
2018-01-24,12558.0638
2018-01-31,12565.3137
2018-02-07,12550.1612
2018-02-14,12565.0837
2018-02-21,12563.1265
2018-02-28,12576.7186
2018-03-07,12567.8287
2018-03-14,12576.4242
2018-03-21,12577.729
2018-03-28,12598.6664
2018-04-04,12631.68
2018-04-11,12645.4831
2018-04-18,12652.0946
2018-04-25,12656.0553
2018-05-02,12658.7297
2018-05-09,12660.0831
2018-05-16,12655.8891
2018-05-23,12680.6845
2018-05-30,12702.4552
2018-06-06,12712.0685
2018-06-13,12727.5565
2018-06-20,12769.2211
2018-06-27,12777.3995
2018-07-04,12760.6559
2018-07-11,12792.1221
2018-07-18,12793.5296
2018-07-25,12807.1979
2018-08-01,12790.2969
2018-08-08,12796.9285
2018-08-15,12808.7927
2018-08-22,12822.1109
2018-08-29,12823.4592
2018-09-05,12827.2771
2018-09-12,12835.3127
2018-09-19,12842.7954
2018-09-26,12843.0003
2018-10-03,12865.1946
2018-10-10,12863.6596
2018-10-17,12870.4883
2018-10-24,12900.1584
2018-10-31,12901.2349
2018-11-07,12896.9971
2018-11-14,12934.7299
2018-11-21,12962.8532
2018-11-28,12962.4779
2018-12-05,12990.6485
2018-12-12,13028.4293
2018-12-19,13060.8893
2018-12-26,13099.8906
2019-01-02,13137.4678
2019-01-09,13152.7251
2019-01-16,13165.0836
2019-01-23,13176.5868
2019-01-30,13165.6323
2019-02-06,13185.5386
2019-02-13,13214.3326
2019-02-20,13222.7572
2019-02-27,13224.8568
2019-03-06,13236.9317
2019-03-13,13252.3353
2019-03-20,13292.1466
2019-03-27,13300.8295
2019-04-03,13304.0455
2019-04-10,13307.5092
2019-04-17,13342.2889
2019-04-24,13367.7043
2019-05-01,13376.3415
2019-05-08,13379.5101
2019-05-15,13402.6375
2019-05-22,13409.8439
2019-05-29,13407.8861
2019-06-05,13427.6533
2019-06-12,13449.6582
2019-06-19,13468.2395
2019-06-26,13499.7015
2019-07-03,13501.3319
2019-07-10,13500.3554
2019-07-17,13500.4066
2019-07-24,13536.3112
2019-07-31,13550.2765
2019-08-07,13569.4169
2019-08-14,13590.629
2019-08-21,13627.1676
2019-08-28,13638.1706
2019-09-04,13653.4274
2019-09-11,13667.3373
2019-09-18,13703.6771
2019-09-25,13721.4912
2019-10-02,13713.6977
2019-10-09,13702.625
2019-10-16,13727.2999
2019-10-23,13743.1428
2019-10-30,13755.9424
2019-11-06,13774.4431
2019-11-13,13796.5645
2019-11-20,13802.4161
2019-11-27,13837.6919
2019-12-04,13836.9067
2019-12-11,13874.7075
2019-12-18,13840.1857
2019-12-25,13841.5711
2020-01-01,13836.4237
2020-01-08,13844.0147
2020-01-15,13860.2637
2020-01-22,13881.8607
2020-01-29,13895.4406
2020-02-05,13915.5543
2020-02-12,13899.9128
2020-02-19,13944.9285
2020-02-26,13968.5277
2020-03-04,14068.97
2020-03-11,14133.6804
2020-03-18,14392.7106
2020-03-25,14706.1525
2020-04-01,14785.8277
